Id,MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Sale Type,SalePrice,Age_Built,Age_Remod,Age_Garage
2009,RL,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,BrkFace,Wd Sdng,None,3,BrkTil,4,1065.0,5,915,1635,1,1,3,6,1,4,Detchd,1,2.0,440.0,WD ,210000,84,57,57.0
394,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,3,CBlock,3,1002.0,3,1002,1002,1,1,3,5,0,0,Detchd,1,2.0,902.0,WD ,148500,39,39,36.0
1738,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,616.0,5,616,1412,2,1,4,6,1,4,BuiltIn,3,2.0,432.0,New,156932,1,1,1.0
1196,RL,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,Gable,HdBoard,HdBoard,None,3,CBlock,3,1728.0,3,1728,1728,2,2,3,10,0,0,Detchd,1,2.0,576.0,WD ,145000,43,43,21.0
828,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1282.0,5,1290,1290,2,1,4,6,1,4,Attchd,2,2.0,662.0,WD ,200000,2,2,2.0
571,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,729.0,4,742,1471,2,1,3,6,0,0,Detchd,1,2.0,440.0,WD ,172500,10,10,10.0
1192,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,3,CBlock,3,1522.0,3,1548,2614,2,1,3,9,1,3,Attchd,2,2.0,624.0,WD ,240000,34,11,34.0
1806,FV,Lvl,Corner,Somerst,Norm,1Fam,2Story,8,Gable,CemntBd,CmentBd,None,4,PConc,4,1580.0,5,1580,2466,3,1,4,8,1,4,Attchd,2,2.0,610.0,WD ,340000,3,2,3.0
962,RL,HLS,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,4,PConc,4,1466.0,5,1466,1466,2,1,4,7,0,0,Attchd,3,3.0,610.0,WD ,201000,2,2,2.0
2142,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,3,CBlock,3,969.0,3,969,969,1,1,3,5,0,0,Attchd,1,2.0,440.0,WD ,122000,32,32,32.0
1648,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,Stone,3,CBlock,4,1529.0,3,1664,1664,2,1,4,7,1,3,Attchd,3,2.0,663.0,WD ,213000,29,22,29.0
618,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Gable,BrkComm,Brk Cmn,None,4,CBlock,3,1680.0,3,1691,1691,1,1,3,5,0,0,Attchd,1,2.0,550.0,WD ,175000,42,42,42.0
2108,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1208.0,5,1208,1208,2,1,4,6,0,0,Attchd,2,2.0,628.0,New,195400,0,1,1.0
772,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,BrkFace,3,CBlock,3,1052.0,3,1052,1052,1,1,3,6,1,1,Attchd,3,1.0,668.0,WD ,113500,42,42,25.0
2672,RL,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,3,BrkTil,3,972.0,4,972,1577,1,1,2,6,1,4,Detchd,1,1.0,312.0,WD ,140200,67,56,67.0
2492,RL,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,Gable,Plywood,Plywood,BrkFace,3,CBlock,3,882.0,3,909,909,1,1,3,5,0,0,Attchd,1,1.0,294.0,COD,116000,38,38,38.0
2903,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,5,PConc,4,1838.0,5,1838,1838,2,1,5,9,1,4,Attchd,3,3.0,682.0,New,359900,1,0,1.0
2783,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,HdBoard,Plywood,BrkFace,3,CBlock,4,675.0,3,686,1388,1,1,3,6,0,0,Attchd,1,1.0,317.0,WD ,157500,29,29,29.0
786,RL,Lvl,Inside,ClearCr,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,4,CBlock,3,1617.0,5,1867,1867,1,1,3,7,3,4,Attchd,3,1.0,303.0,COD,190000,54,16,54.0
740,RM,Lvl,FR2,BrkSide,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,3,PConc,3,1145.0,3,1301,1301,1,1,2,5,0,0,Detchd,1,2.0,440.0,WD ,100000,85,59,44.0
2546,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,3,CBlock,3,1251.0,3,1251,1251,1,1,3,6,2,4,Attchd,2,1.0,461.0,WD ,160000,42,42,42.0
851,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1431.0,5,1444,1444,2,1,4,6,0,0,Attchd,2,2.0,577.0,WD ,203000,7,8,7.0
1833,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,Wd Sdng,Wd Sdng,BrkFace,4,PConc,5,1453.0,5,1453,2810,2,1,4,9,1,5,Attchd,2,2.0,750.0,WD ,302000,17,17,17.0
76,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,3,CBlock,4,923.0,3,923,923,2,1,3,5,1,3,Attchd,2,1.0,264.0,WD ,143000,30,30,30.0
2151,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,4,PConc,4,1028.0,5,1210,2452,2,1,4,9,1,3,BuiltIn,3,2.0,683.0,WD ,267000,9,8,9.0
1880,RL,Lvl,Inside,NAmes,Norm,Duplex,1Story,4,Gable,HdBoard,HdBoard,None,3,Slab,0,0.0,3,1224,1224,2,2,3,8,0,0,CarPort,1,3.0,530.0,WD ,103000,43,43,43.0
2907,RM,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,Hip,VinylSd,VinylSd,BrkFace,3,PConc,5,1237.0,5,1337,1337,2,1,3,5,0,0,Attchd,3,2.0,405.0,WD ,153500,8,8,8.0
1831,RL,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,None,3,CBlock,4,1390.0,3,1701,1701,2,1,3,6,2,3,Basment,3,2.0,611.0,WD ,171000,32,26,32.0
2836,RL,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,1093.0,3,1093,1669,1,1,3,9,0,0,Attchd,1,1.0,288.0,WD ,107000,82,56,82.0
1955,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,952.0,4,952,952,1,1,3,5,0,0,Attchd,1,1.0,288.0,WD ,128500,39,39,39.0
1926,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,922.0,3,922,922,1,1,3,5,0,0,Attchd,1,1.0,308.0,WD ,116000,50,50,50.0
2924,RL,Low,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,BrkFace,BrkFace,None,3,CBlock,3,1126.0,2,1126,1126,2,1,3,5,1,4,Attchd,2,2.0,484.0,WD ,160000,29,29,29.0
1003,RL,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,HdBoard,HdBoard,None,4,PConc,4,1280.0,5,1280,1280,2,1,4,5,0,0,Attchd,2,2.0,506.0,WD ,180000,16,16,16.0
1667,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,3,914.0,5,914,914,1,1,5,5,0,0,Attchd,2,1.0,368.0,WD ,133000,37,5,37.0
2905,RM,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,7,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,1288.0,4,1368,1368,2,2,3,8,0,0,Attchd,3,4.0,784.0,WD ,215000,9,9,9.0
921,RL,Bnk,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,771.0,2,753,1494,1,1,4,7,2,4,Attchd,1,1.0,213.0,WD ,177500,67,59,67.0
1780,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1524.0,4,1534,1534,2,1,4,7,1,4,Attchd,3,2.0,484.0,WD ,215000,1,1,1.0
746,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,952.0,3,994,1582,2,1,3,6,1,4,Detchd,1,1.0,250.0,WD ,150000,71,59,71.0
606,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,Plywood,BrkFace,3,CBlock,3,1516.0,3,1516,1516,1,1,3,6,0,0,Attchd,2,2.0,472.0,WD ,167000,45,45,45.0
2703,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,3,Slab,0,0.0,3,1032,1032,1,1,3,6,1,3,Detchd,1,1.0,260.0,WD ,125000,71,56,67.0
1306,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,Gable,MetalSd,MetalSd,None,3,BrkTil,2,448.0,4,1588,1588,2,1,3,6,0,0,None,0,0.0,0.0,WD ,65000,59,16,0.0
2102,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1316.0,5,1316,1316,2,1,4,6,1,4,Attchd,3,2.0,440.0,New,200141,0,1,1.0
1784,RL,Lvl,FR2,Somerst,Feedr,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1528.0,5,1528,1528,3,1,4,6,1,3,Attchd,1,2.0,480.0,New,235876,0,1,1.0
941,RM,Bnk,Inside,IDOTRR,Norm,1Fam,2Story,5,Gambrel,AsbShng,AsbShng,None,3,BrkTil,3,760.0,5,928,2168,2,1,4,11,0,0,Detchd,1,2.0,576.0,WD ,123000,109,16,11.0
2699,RL,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,Gable,HdBoard,HdBoard,Stone,3,CBlock,3,806.0,3,1081,1422,1,1,3,7,1,3,Detchd,1,1.0,288.0,WD ,137500,55,55,55.0
2127,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,3,PConc,4,990.0,5,990,990,1,1,3,5,0,0,None,0,0.0,0.0,WD ,123600,13,12,0.0
2607,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1088.0,5,1324,1324,2,1,3,6,1,3,Attchd,2,2.0,440.0,WD ,160000,41,41,41.0
1754,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,924.0,5,948,1690,2,1,3,7,1,3,Attchd,2,2.0,463.0,WD ,181000,7,7,7.0
1367,RM,HLS,Inside,OldTown,Feedr,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,825.0,3,825,825,1,1,3,4,0,0,Detchd,2,2.0,720.0,WD ,125000,53,13,45.0
580,RL,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,6,Gable,MetalSd,MetalSd,None,3,CBlock,3,727.0,5,829,1556,1,1,3,8,0,0,Attchd,1,2.0,441.0,WD ,154000,41,41,41.0
341,RL,Lvl,Inside,Mitchel,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,4,PConc,4,1152.0,5,1152,1797,2,1,4,7,1,2,Attchd,3,2.0,616.0,WD ,231000,17,16,17.0
26,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,3,1056.0,5,1056,1056,1,1,3,6,1,2,Attchd,1,1.0,304.0,WD ,142000,42,42,42.0
2884,RM,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,4,PConc,5,1573.0,5,1778,1778,2,1,5,5,1,4,Attchd,3,2.0,495.0,New,375000,1,0,1.0
28,RL,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,3,CBlock,3,864.0,3,864,864,1,1,3,5,1,1,None,0,0.0,0.0,ConLI,115000,39,39,0.0
531,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1221.0,5,1221,1221,2,1,4,6,0,0,Attchd,2,2.0,400.0,WD ,185000,5,4,5.0
2189,RL,Bnk,Corner,Edwards,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,660.0,3,740,865,1,1,3,4,1,4,Detchd,1,1.0,216.0,WD ,108500,87,12,87.0
2508,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,None,4,PConc,4,600.0,5,520,1223,2,1,4,4,0,0,Detchd,2,2.0,480.0,WD ,147400,1,1,1.0
573,FV,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7,Hip,MetalSd,MetalSd,BrkFace,4,PConc,4,691.0,5,713,1452,2,1,4,6,0,0,Detchd,1,2.0,506.0,WD ,156000,10,10,10.0
1363,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,HdBoard,HdBoard,None,3,BrkTil,3,880.0,4,880,1308,2,1,3,6,0,0,Detchd,1,2.0,400.0,WD ,120000,93,30,58.0
487,RL,Lvl,Inside,Gilbert,RRAn,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,4,PConc,4,384.0,5,744,1374,2,1,4,7,0,0,BuiltIn,3,2.0,400.0,WD ,167000,5,5,5.0
1083,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1346.0,5,1504,1504,2,1,4,7,1,4,Attchd,3,2.0,437.0,WD ,191000,3,2,3.0
1620,RL,HLS,Inside,Gilbert,Norm,1Fam,SLvl,6,Gable,VinylSd,VinylSd,None,3,PConc,4,384.0,4,754,1384,2,1,3,7,1,3,BuiltIn,3,2.0,390.0,WD ,161500,10,10,10.0
1929,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,3,1204.0,3,1411,1411,1,1,3,7,1,3,Attchd,2,1.0,310.0,COD,130000,52,32,52.0
1820,RL,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,3,CBlock,3,970.0,3,970,970,1,1,3,5,0,0,Detchd,1,2.0,624.0,WD ,132500,44,44,11.0
1398,RL,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Hip,HdBoard,HdBoard,None,3,PConc,4,864.0,5,904,904,1,1,4,5,0,0,2Types,1,3.0,912.0,WD ,144000,38,38,29.0
2177,RL,Lvl,CulDSac,Edwards,Norm,Duplex,2Story,5,Gable,Plywood,Plywood,None,3,Slab,0,0.0,3,1100,2233,2,2,3,11,0,0,Attchd,3,2.0,579.0,WD ,141000,28,28,28.0
2144,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,Gable,Plywood,Plywood,None,3,CBlock,3,385.0,4,875,875,1,1,4,5,0,0,Detchd,1,2.0,728.0,WD ,117000,35,1,32.0
2697,RM,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,520.0,4,520,754,1,1,3,5,0,0,None,0,0.0,0.0,WD ,84500,71,24,0.0
596,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,3,925.0,5,925,925,1,1,3,5,0,0,Detchd,1,1.0,429.0,WD ,117500,44,44,44.0
2065,RL,Bnk,Inside,Sawyer,PosA,1Fam,1Story,5,Hip,BrkFace,BrkFace,None,3,CBlock,3,1240.0,4,1375,1375,1,1,3,6,1,4,Attchd,1,1.0,323.0,WD ,187000,51,9,51.0
1710,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,5,1317.0,5,1217,2385,2,1,4,7,1,4,Attchd,3,3.0,818.0,WD ,350000,4,4,4.0
1034,RL,Lvl,FR2,NAmes,Norm,Duplex,2Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,4,896.0,3,896,1792,2,2,3,8,0,0,Detchd,1,2.0,480.0,WD ,133000,34,34,26.0
470,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,4,PConc,4,1386.0,5,1569,1569,2,1,4,7,1,3,Attchd,2,3.0,660.0,WD ,175900,2,2,2.0
819,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,5,PConc,5,1555.0,5,1680,1680,1,1,5,8,1,4,Attchd,3,3.0,1138.0,New,323262,0,1,1.0
2160,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1337.0,5,1337,1337,2,1,4,6,0,0,Attchd,2,2.0,531.0,WD ,185000,4,4,4.0
2552,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,3,CBlock,3,816.0,5,816,816,1,1,3,4,1,2,Attchd,1,1.0,240.0,WD ,129800,72,56,57.0
41,RL,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1541.0,5,1541,1541,2,1,4,7,1,4,Attchd,2,2.0,532.0,New,220000,5,5,5.0
742,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,Gable,AsbShng,AsbShng,None,3,BrkTil,3,884.0,5,989,1573,1,1,4,6,0,0,Detchd,1,1.0,240.0,WD ,133000,74,14,74.0
686,RL,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,3,CBlock,3,832.0,3,832,1461,2,1,3,6,0,0,Detchd,1,1.0,384.0,WD ,133500,60,13,60.0
314,RL,Lvl,Inside,Mitchel,Norm,Duplex,1Story,6,Gable,Plywood,Plywood,None,3,CBlock,3,1958.0,3,2048,2048,3,2,3,9,0,0,2Types,1,2.0,776.0,ConLD,170000,34,34,34.0
1630,RL,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,3,PConc,4,903.0,4,910,1642,2,1,3,7,1,3,Attchd,2,2.0,392.0,WD ,168000,14,13,14.0
191,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,2,738.0,5,868,1470,1,1,3,6,0,0,Detchd,1,2.0,624.0,WD ,140750,88,16,40.0
1626,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,938.0,5,957,2299,3,1,3,7,1,3,Attchd,3,2.0,482.0,WD ,204000,8,4,8.0
59,RL,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,884.0,5,884,2035,2,1,4,8,1,4,BuiltIn,3,2.0,434.0,WD ,222500,9,9,9.0
2632,RL,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,925.0,3,999,999,1,1,3,6,0,0,Attchd,1,1.0,300.0,WD ,134500,44,44,44.0
1835,FV,Lvl,FR2,Somerst,Norm,TwnhsE,1Story,8,Gable,MetalSd,MetalSd,None,4,PConc,4,1378.0,5,1378,1378,2,1,4,6,1,4,Attchd,3,2.0,540.0,WD ,214000,3,3,3.0
2675,RM,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,Gable,MetalSd,MetalSd,None,3,CBlock,4,793.0,3,793,1118,1,1,3,5,1,4,Detchd,1,2.0,410.0,WD ,119900,67,56,67.0
1503,RL,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,Gable,VinylSd,VinylSd,BrkFace,3,CBlock,3,1440.0,3,1440,1440,2,2,2,8,0,0,None,0,0.0,0.0,WD ,118000,53,53,0.0
1963,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1010.0,5,1134,1134,1,1,3,6,0,0,Attchd,2,1.0,254.0,WD ,135000,47,5,47.0
1352,RL,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gambrel,Wd Sdng,Wd Sdng,None,3,BrkTil,3,833.0,4,1053,1848,1,1,4,8,1,4,Detchd,1,2.0,370.0,WD ,207000,85,8,86.0
1519,RL,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,3,PConc,3,1181.0,2,1390,1694,2,1,3,7,1,4,Detchd,1,2.0,576.0,WD ,136500,83,58,83.0
1305,RM,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,3,CBlock,3,901.0,5,901,901,1,1,3,4,0,0,Detchd,1,1.0,281.0,WD ,107900,54,8,54.0
2014,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,3,BrkTil,3,861.0,4,861,1409,1,1,3,6,1,4,Detchd,1,2.0,528.0,WD ,126000,69,57,39.0
622,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,4,CBlock,3,1113.0,4,1113,1113,1,1,4,5,1,4,Attchd,1,1.0,264.0,WD ,147000,59,2,59.0
913,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,Stucco,Stucco,None,4,BrkTil,3,816.0,5,1232,1232,1,1,4,6,1,4,Detchd,1,2.0,440.0,WD ,147500,93,9,93.0
1058,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,5,PConc,5,1950.0,5,1950,1950,2,1,5,7,1,4,Attchd,3,3.0,706.0,WD ,383000,1,1,1.0
2348,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,4,1845.0,4,1872,1872,2,1,3,6,1,3,Attchd,3,2.0,604.0,WD ,241500,18,18,18.0
1527,RL,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Shng,None,3,BrkTil,4,676.0,5,676,1264,1,1,3,6,0,0,Detchd,1,2.0,400.0,WD ,147500,94,13,14.0
1011,RL,HLS,Corner,StoneBr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,4,PConc,5,1168.0,5,1168,2500,3,1,5,9,1,4,BuiltIn,3,3.0,683.0,WD ,355000,3,3,3.0
1332,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,MetalSd,MetalSd,None,3,BrkTil,3,784.0,4,784,784,1,1,4,5,0,0,None,0,0.0,0.0,WD ,109500,84,58,0.0
709,RM,Lvl,Corner,OldTown,Norm,1Fam,1Story,2,Gable,MetalSd,MetalSd,None,3,BrkTil,0,0.0,2,612,612,1,1,3,4,0,0,Detchd,1,1.0,308.0,WD ,45000,69,59,44.0
209,RL,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,3,CBlock,3,1032.0,5,1207,2403,2,1,3,10,2,3,Attchd,1,1.0,349.0,COD,244400,70,60,70.0
619,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,Stone,3,CBlock,3,1416.0,3,1644,1644,1,1,3,7,2,4,Attchd,3,2.0,418.0,WD ,167000,56,56,56.0
2150,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,860.0,5,860,1729,2,1,4,7,0,0,Attchd,3,2.0,542.0,WD ,200000,5,5,5.0
2704,RL,Lvl,Inside,SWISU,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Shng,None,3,BrkTil,3,830.0,4,879,879,1,1,3,4,0,0,Detchd,1,1.0,180.0,WD ,80000,70,56,70.0
2839,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Hip,WdShing,Plywood,None,3,CBlock,3,864.0,3,864,864,1,1,3,5,0,0,Detchd,1,2.0,572.0,WD ,115000,51,16,49.0
1242,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,4,1196.0,4,1196,1196,1,1,3,6,1,4,Attchd,2,1.0,297.0,WD ,139000,52,52,52.0
2714,RL,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,3,CBlock,3,672.0,3,672,1400,1,1,3,6,1,3,Attchd,3,2.0,440.0,WD ,149500,28,28,28.0
799,RL,Lvl,Inside,Edwards,Artery,1Fam,2Story,4,Gable,MetalSd,MetalSd,None,3,CBlock,3,755.0,3,755,1510,1,1,3,7,1,4,Detchd,1,1.0,296.0,WD ,108000,69,59,69.0
1260,RL,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,Gable,MetalSd,MetalSd,None,3,BrkTil,0,0.0,3,694,1294,2,2,3,7,0,0,None,0,0.0,0.0,WD ,106250,108,8,0.0
2107,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1240.0,5,1240,1240,2,1,4,5,0,0,Attchd,2,3.0,826.0,WD ,194000,1,1,1.0
2486,RL,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,988.0,5,988,988,1,1,3,6,0,0,Detchd,1,2.0,624.0,WD ,129500,44,44,29.0
1911,RL,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,1560.0,3,1560,1560,2,2,3,8,0,0,Detchd,1,3.0,792.0,WD ,126000,39,39,39.0
896,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,3,CBlock,2,1078.0,3,1368,1368,1,1,3,6,0,0,Attchd,2,1.0,195.0,WD ,120000,59,59,59.0
272,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1473.0,5,1484,1484,2,1,4,7,0,0,Attchd,2,2.0,606.0,WD ,213000,6,5,6.0
2521,RL,Lvl,Inside,Greens,Norm,TwnhsE,1Story,8,Gable,Wd Sdng,Wd Sdng,None,4,CBlock,4,1226.0,3,1226,1226,1,1,4,4,1,2,Attchd,3,2.0,484.0,WD ,190000,26,26,26.0
